index_label,distrito,municipio,freguesia
1,Santarém,Abrantes,Abrantes (São Vicente e São João) e Alferrarede
2,Santarém,Abrantes,Aldeia do Mato e Souto
3,Santarém,Abrantes,Alvega e Concavada
4,Santarém,Abrantes,Bemposta
5,Santarém,Abrantes,Carvalhal
6,Santarém,Abrantes,Fontes
7,Santarém,Abrantes,Martinchel
8,Santarém,Abrantes,Mouriscas
9,Santarém,Abrantes,Pego
10,Santarém,Abrantes,Rio de Moinhos
11,Santarém,Abrantes,São Facundo e Vale das Mós
12,Santarém,Abrantes,São Miguel do Rio Torto e Rossio ao Sul do Tejo
13,Santarém,Abrantes,Tramagal
14,Aveiro,Águeda,Aguada de Cima
15,Aveiro,Águeda,Águeda e Borralha
16,Aveiro,Águeda,Barrô e Aguada de Baixo
17,Aveiro,Águeda,"Belazaima do Chão, Castanheira do Vouga e Agadão"
18,Aveiro,Águeda,Fermentelos
19,Aveiro,Águeda,Macinhata do Vouga
20,Aveiro,Águeda,Préstimo e Macieira de Alcoba
21,Aveiro,Águeda,Recardães e Espinhel
22,Aveiro,Águeda,Travassô e Óis da Ribeira
23,Aveiro,Águeda,"Trofa, Segadães e Lamas do Vouga"
24,Aveiro,Águeda,Valongo do Vouga
25,Guarda,Aguiar da Beira,Aguiar da Beira e Coruche
26,Guarda,Aguiar da Beira,Carapito
27,Guarda,Aguiar da Beira,Cortiçada
28,Guarda,Aguiar da Beira,Dornelas
29,Guarda,Aguiar da Beira,Eirado
30,Guarda,Aguiar da Beira,Forninhos
31,Guarda,Aguiar da Beira,Pena Verde
32,Guarda,Aguiar da Beira,Pinheiro
33,Guarda,Aguiar da Beira,Sequeiros e Gradiz
34,Guarda,Aguiar da Beira,Souto de Aguiar da Beira e Valverde
35,Évora,Alandroal,"Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)"
36,Évora,Alandroal,Capelins (Santo António)
37,Évora,Alandroal,Santiago Maior
38,Évora,Alandroal,Terena (São Pedro)
39,Aveiro,Albergaria-a-Velha,Albergaria-a-Velha
40,Aveiro,Albergaria-a-Velha,Albergaria-a-Velha e Valmaior
41,Aveiro,Albergaria-a-Velha,Alquerubim
42,Aveiro,Albergaria-a-Velha,Angeja
43,Aveiro,Albergaria-a-Velha,Branca
44,Aveiro,Albergaria-a-Velha,Ribeira de Fráguas
45,Aveiro,Albergaria-a-Velha,São João de Loure e Frossos
46,Faro,Albufeira,Albufeira e Olhos de Água
47,Faro,Albufeira,Ferreiras
48,Faro,Albufeira,Guia
49,Faro,Albufeira,Paderne
50,Setúbal,Alcácer do Sal,Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana
51,Setúbal,Alcácer do Sal,Comporta
52,Setúbal,Alcácer do Sal,São Martinho
53,Setúbal,Alcácer do Sal,Torrão
54,Santarém,Alcanena,Alcanena e Vila Moreira
55,Santarém,Alcanena,Bugalhos
56,Santarém,Alcanena,"Malhou, Louriceira e Espinheiro"
57,Santarém,Alcanena,Minde
58,Santarém,Alcanena,Moitas Venda
59,Santarém,Alcanena,Monsanto
60,Santarém,Alcanena,Serra de Santo António
61,Leiria,Alcobaça,Alcobaça e Vestiaria
62,Leiria,Alcobaça,Alfeizerão
63,Leiria,Alcobaça,Aljubarrota
64,Leiria,Alcobaça,Bárrio
65,Leiria,Alcobaça,Benedita
66,Leiria,Alcobaça,Cela
67,Leiria,Alcobaça,"Coz, Alpedriz e Montes"
68,Leiria,Alcobaça,Évora de Alcobaça
69,Leiria,Alcobaça,Maiorga
70,Leiria,Alcobaça,Pataias e Martingança
71,Leiria,Alcobaça,São Martinho do Porto
72,Leiria,Alcobaça,Turquel
73,Leiria,Alcobaça,Vimeiro
74,Setúbal,Alcochete,Alcochete
75,Setúbal,Alcochete,Samouco
76,Setúbal,Alcochete,São Francisco
77,Faro,Alcoutim,Alcoutim e Pereiro
78,Faro,Alcoutim,Giões
79,Faro,Alcoutim,Martim Longo
80,Faro,Alcoutim,Vaqueiros
81,Lisboa,Alenquer,Abrigada e Cabanas de Torres
82,Lisboa,Alenquer,Aldeia Galega da Merceana e Aldeia Gavinha
83,Lisboa,Alenquer,Alenquer (Santo Estêvão e Triana)
84,Lisboa,Alenquer,Carnota
85,Lisboa,Alenquer,Carregado e Cadafais
86,Lisboa,Alenquer,Meca
87,Lisboa,Alenquer,Olhalvo
88,Lisboa,Alenquer,Ota
89,Lisboa,Alenquer,Ribafria e Pereiro de Palhacana
90,Lisboa,Alenquer,Ventosa
91,Lisboa,Alenquer,Vila Verde dos Francos
92,Bragança,Alfândega da Fé,"Agrobom, Saldonha e Vale Pereiro"
93,Bragança,Alfândega da Fé,Alfândega da Fé
94,Bragança,Alfândega da Fé,Cerejais
95,Bragança,Alfândega da Fé,"Eucisia, Gouveia e Valverde"
96,Bragança,Alfândega da Fé,Ferradosa e Sendim da Serra
97,Bragança,Alfândega da Fé,Gebelim e Soeima
98,Bragança,Alfândega da Fé,Parada e Sendim da Ribeira
99,Bragança,Alfândega da Fé,Pombal e Vales
100,Bragança,Alfândega da Fé,Sambade
101,Bragança,Alfândega da Fé,Vilar Chão
102,Bragança,Alfândega da Fé,Vilarelhos
103,Bragança,Alfândega da Fé,Vilares de Vilariça
104,Vila Real,Alijó,Alijó
105,Vila Real,Alijó,Carlão e Amieiro
106,Vila Real,Alijó,Castedo e Cotas
107,Vila Real,Alijó,Favaios
108,Vila Real,Alijó,Pegarinhos
109,Vila Real,Alijó,Pinhão
110,Vila Real,Alijó,Pópulo e Ribalonga
111,Vila Real,Alijó,Sanfins do Douro
112,Vila Real,Alijó,Santa Eugénia
113,Vila Real,Alijó,São Mamede de Ribatua
114,Vila Real,Alijó,"Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas"
115,Vila Real,Alijó,Vila Chã
116,Vila Real,Alijó,Vila Verde
117,Vila Real,Alijó,Vilar de Maçada
118,Faro,Aljezur,Aljezur
119,Faro,Aljezur,Bordeira
120,Faro,Aljezur,Odeceixe
121,Faro,Aljezur,Rogil
122,Beja,Aljustrel,Aljustrel e Rio de Moinhos
123,Beja,Aljustrel,Ervidel
124,Beja,Aljustrel,Messejana
125,Beja,Aljustrel,São João de Negrilhos
126,Setúbal,Almada,"Almada, Cova da Piedade, Pragal e Cacilhas"
127,Setúbal,Almada,Caparica e Trafaria
128,Setúbal,Almada,Charneca de Caparica e Sobreda
129,Setúbal,Almada,Costa da Caparica
130,Setúbal,Almada,Laranjeiro e Feijó
131,Guarda,Almeida,Almeida
132,Guarda,Almeida,"Amoreira, Parada e Cabreira"
133,Guarda,Almeida,"Azinhal, Peva e Valverde"
134,Guarda,Almeida,Castelo Bom
135,Guarda,Almeida,"Castelo Mendo, Ade, Monteperobolso e Mesquitela"
136,Guarda,Almeida,Freineda
137,Guarda,Almeida,Freixo
138,Guarda,Almeida,Junça e Naves
139,Guarda,Almeida,"Leomil, Mido, Senouras e Aldeia Nova"
140,Guarda,Almeida,Malhada Sorda
141,Guarda,Almeida,Malpartida e Vale de Coelha
142,Guarda,Almeida,Miuzela e Porto de Ovelha
143,Guarda,Almeida,Nave de Haver
144,Guarda,Almeida,São Pedro de Rio Seco
145,Guarda,Almeida,Vale da Mula
146,Guarda,Almeida,Vilar Formoso
147,Santarém,Almeirim,Almeirim
148,Santarém,Almeirim,Benfica do Ribatejo
149,Santarém,Almeirim,Fazendas de Almeirim
150,Santarém,Almeirim,Raposa
151,Beja,Almodôvar,Aldeia dos Fernandes
152,Beja,Almodôvar,Almodôvar e Graça dos Padrões
153,Beja,Almodôvar,Rosário
154,Beja,Almodôvar,Santa Clara-A-Nova e Gomes Aires
155,Beja,Almodôvar,Santa Cruz
156,Beja,Almodôvar,São Barnabé
157,Santarém,Alpiarça,Alpiarça
158,Portalegre,Alter do Chão,Alter do Chão
159,Portalegre,Alter do Chão,Chancelaria
160,Portalegre,Alter do Chão,Cunheira
161,Portalegre,Alter do Chão,Seda
162,Leiria,Alvaiázere,Almoster
163,Leiria,Alvaiázere,Alvaiázere
164,Leiria,Alvaiázere,Maçãs de Dona Maria
165,Leiria,Alvaiázere,Pelmá
166,Leiria,Alvaiázere,Pussos São Pedro
167,Beja,Alvito,Alvito
168,Beja,Alvito,Vila Nova da Baronia
169,Lisboa,Amadora,Águas Livres
170,Lisboa,Amadora,Alfragide
171,Lisboa,Amadora,Encosta do Sol
172,Lisboa,Amadora,Falagueira-Venda Nova
173,Lisboa,Amadora,Mina de Água
174,Lisboa,Amadora,Venteira
175,Porto,Amarante,"Aboadela, Sanche e Várzea"
176,Porto,Amarante,"Amarante (São Gonçalo), Madalena, Cepelos e Gatão"
177,Porto,Amarante,Ansiães
178,Porto,Amarante,"Bustelo, Carneiro e Carvalho de Rei"
179,Porto,Amarante,Candemil
180,Porto,Amarante,Figueiró (Santiago e Santa Cristina)
181,Porto,Amarante,Fregim
182,Porto,Amarante,Freixo de Cima e de Baixo
183,Porto,Amarante,Fridão
184,Porto,Amarante,Gondar
185,Porto,Amarante,Gouveia (São Simão)
186,Porto,Amarante,Jazente
187,Porto,Amarante,Lomba
188,Porto,Amarante,Louredo
189,Porto,Amarante,Lufrei
190,Porto,Amarante,Mancelos
191,Porto,Amarante,Olo e Canadelo
192,Porto,Amarante,Padronelo
193,Porto,Amarante,Rebordelo
194,Porto,Amarante,Salvador do Monte
195,Porto,Amarante,Telões
196,Porto,Amarante,Travanca
197,Porto,Amarante,Vila Caiz
198,Porto,Amarante,Vila Chã do Marão
199,Porto,Amarante,"Vila Garcia, Aboim e Chapa"
200,Porto,Amarante,Vila Meã
201,Braga,Amares,Amares e Figueiredo
202,Braga,Amares,Barreiros
203,Braga,Amares,Bico
204,Braga,Amares,Bouro (Santa Maria)
205,Braga,Amares,Bouro (Santa Marta)
206,Braga,Amares,Caires
207,Braga,Amares,"Caldelas, Sequeiros e Paranhos"
208,Braga,Amares,Carrazedo
209,Braga,Amares,Dornelas
210,Braga,Amares,"Ferreiros, Prozelo e Besteiros"
211,Braga,Amares,Fiscal
212,Braga,Amares,Goães
213,Braga,Amares,Lago
214,Braga,Amares,Rendufe
215,Braga,Amares,Torre e Portela
216,Braga,Amares,"Vilela, Seramil e Paredes Secas"
217,Aveiro,Anadia,"Amoreira da Gândara, Paredes do Bairro e Ancas"
218,Aveiro,Anadia,Arcos e Mogofores
219,Aveiro,Anadia,Avelãs de Caminho
220,Aveiro,Anadia,Avelãs de Cima
221,Aveiro,Anadia,Moita
222,Aveiro,Anadia,Sangalhos
223,Aveiro,Anadia,São Lourenço do Bairro
224,Aveiro,Anadia,"Tamengos, Aguim e Óis do Bairro"
225,Aveiro,Anadia,Vila Nova de Monsarros
226,Aveiro,Anadia,Vilarinho do Bairro
227,Açores,Angra do Heroísmo,Altares
228,Açores,Angra do Heroísmo,Angra (Nossa Senhora da Conceição)
229,Açores,Angra do Heroísmo,Angra (Santa Luzia)
230,Açores,Angra do Heroísmo,Angra (São Pedro)
231,Açores,Angra do Heroísmo,Angra (Sé)
232,Açores,Angra do Heroísmo,Cinco Ribeiras
233,Açores,Angra do Heroísmo,Doze Ribeiras
234,Açores,Angra do Heroísmo,Feteira
235,Açores,Angra do Heroísmo,Porto Judeu
236,Açores,Angra do Heroísmo,Posto Santo
237,Açores,Angra do Heroísmo,Raminho
238,Açores,Angra do Heroísmo,Ribeirinha
239,Açores,Angra do Heroísmo,Santa Bárbara
240,Açores,Angra do Heroísmo,São Bartolomeu de Regatos
241,Açores,Angra do Heroísmo,São Bento
242,Açores,Angra do Heroísmo,São Mateus da Calheta
243,Açores,Angra do Heroísmo,Serreta
244,Açores,Angra do Heroísmo,Terra Chã
245,Açores,Angra do Heroísmo,Vila de São Sebastião
246,Leiria,Ansião,Alvorge
247,Leiria,Ansião,Ansião
248,Leiria,Ansião,Avelar
249,Leiria,Ansião,Chão de Couce
250,Leiria,Ansião,Pousaflores
251,Leiria,Ansião,Santiago da Guarda
252,Viana do Castelo,Arcos de Valdevez,Aboim das Choças
253,Viana do Castelo,Arcos de Valdevez,Aguiã
254,Viana do Castelo,Arcos de Valdevez,Alvora e Loureda
255,Viana do Castelo,Arcos de Valdevez,"Arcos de Valdevez (Salvador), Vila Fonche e Parada"
256,Viana do Castelo,Arcos de Valdevez,Arcos de Valdevez (São Paio) e Giela
257,Viana do Castelo,Arcos de Valdevez,Ázere
258,Viana do Castelo,Arcos de Valdevez,Cabana Maior
259,Viana do Castelo,Arcos de Valdevez,Cabreiro
260,Viana do Castelo,Arcos de Valdevez,Cendufe
261,Viana do Castelo,Arcos de Valdevez,Couto
262,Viana do Castelo,Arcos de Valdevez,Eiras e Mei
263,Viana do Castelo,Arcos de Valdevez,Gavieira
264,Viana do Castelo,Arcos de Valdevez,Gondoriz
265,Viana do Castelo,Arcos de Valdevez,Grade e Carralcova
266,Viana do Castelo,Arcos de Valdevez,Guilhadeses e Santar
267,Viana do Castelo,Arcos de Valdevez,Jolda (Madalena) e Rio Cabrão
268,Viana do Castelo,Arcos de Valdevez,Jolda (São Paio)
269,Viana do Castelo,Arcos de Valdevez,Miranda
270,Viana do Castelo,Arcos de Valdevez,Monte Redondo
271,Viana do Castelo,Arcos de Valdevez,Oliveira
272,Viana do Castelo,Arcos de Valdevez,Paçô
273,Viana do Castelo,Arcos de Valdevez,Padreiro (Salvador e Santa Cristina)
274,Viana do Castelo,Arcos de Valdevez,Padroso
275,Viana do Castelo,Arcos de Valdevez,Portela e Extremo
276,Viana do Castelo,Arcos de Valdevez,Prozelo
277,Viana do Castelo,Arcos de Valdevez,Rio de Moinhos
278,Viana do Castelo,Arcos de Valdevez,Rio Frio
279,Viana do Castelo,Arcos de Valdevez,Sabadim
280,Viana do Castelo,Arcos de Valdevez,São Jorge e Ermelo
281,Viana do Castelo,Arcos de Valdevez,Senharei
282,Viana do Castelo,Arcos de Valdevez,Sistelo
283,Viana do Castelo,Arcos de Valdevez,Soajo
284,Viana do Castelo,Arcos de Valdevez,Souto e Tabaçô
285,Viana do Castelo,Arcos de Valdevez,Távora (Santa Maria e São Vicente)
286,Viana do Castelo,Arcos de Valdevez,Vale
287,Viana do Castelo,Arcos de Valdevez,"Vilela, São Cosme e São Damião e Sá"
288,Coimbra,Arganil,Arganil
289,Coimbra,Arganil,Benfeita
290,Coimbra,Arganil,Celavisa
291,Coimbra,Arganil,Cepos e Teixeira
292,Coimbra,Arganil,Cerdeira e Moura da Serra
293,Coimbra,Arganil,Côja e Barril de Alva
294,Coimbra,Arganil,Folques
295,Coimbra,Arganil,Piódão
296,Coimbra,Arganil,Pomares
297,Coimbra,Arganil,Pombeiro da Beira
298,Coimbra,Arganil,São Martinho da Cortiça
299,Coimbra,Arganil,Sarzedo
300,Coimbra,Arganil,Secarias
301,Coimbra,Arganil,Vila Cova de Alva e Anseriz
302,Viseu,Armamar,Aldeias
303,Viseu,Armamar,Aricera e Goujoim
304,Viseu,Armamar,Armamar
305,Viseu,Armamar,Cimbres
306,Viseu,Armamar,Folgosa
307,Viseu,Armamar,Fontelo
308,Viseu,Armamar,Queimada
309,Viseu,Armamar,Queimadela
310,Viseu,Armamar,Santa Cruz
311,Viseu,Armamar,São Cosmado
312,Viseu,Armamar,São Martinho das Chãs
313,Viseu,Armamar,São Romão e Santiago
314,Viseu,Armamar,Vacalar
315,Viseu,Armamar,Vila Seca e Santo Adrião
316,Aveiro,Arouca,Alvarenga
317,Aveiro,Arouca,Arouca e Burgo
318,Aveiro,Arouca,Cabreiros e Albergaria da Serra
319,Aveiro,Arouca,Canelas e Espiunca
320,Aveiro,Arouca,Chave
321,Aveiro,Arouca,Covelo de Paivó e Janarde
322,Aveiro,Arouca,Escariz
323,Aveiro,Arouca,Fermedo
324,Aveiro,Arouca,Mansores
325,Aveiro,Arouca,Moldes
326,Aveiro,Arouca,Rossas
327,Aveiro,Arouca,Santa Eulália
328,Aveiro,Arouca,São Miguel do Mato
329,Aveiro,Arouca,Tropeço
330,Aveiro,Arouca,Urrô
331,Aveiro,Arouca,Várzea
332,Évora,Arraiolos,Arraiolos
333,Évora,Arraiolos,Gafanhoeira (São Pedro) e Sabugueiro
334,Évora,Arraiolos,Igrejinha
335,Évora,Arraiolos,São Gregório e Santa Justa
336,Évora,Arraiolos,Vimieiro
337,Portalegre,Arronches,Assunção
338,Portalegre,Arronches,Esperança
339,Portalegre,Arronches,Mosteiros
340,Lisboa,Arruda dos Vinhos,Arranhó
341,Lisboa,Arruda dos Vinhos,Arruda dos Vinhos
342,Lisboa,Arruda dos Vinhos,Cardosas
343,Lisboa,Arruda dos Vinhos,Santiago dos Velhos
344,Aveiro,Aveiro,Aradas
345,Aveiro,Aveiro,Cacia
346,Aveiro,Aveiro,Eixo e Eirol
347,Aveiro,Aveiro,Esgueira
348,Aveiro,Aveiro,Glória e Vera Cruz
349,Aveiro,Aveiro,Oliveirinha
350,Aveiro,Aveiro,"Requeixo, Nossa Senhora de Fátima e Nariz"
351,Aveiro,Aveiro,Santa Joana
352,Aveiro,Aveiro,São Bernardo
353,Aveiro,Aveiro,São Jacinto
354,Portalegre,Avis,Alcórrego e Maranhão
355,Portalegre,Avis,Aldeia Velha
356,Portalegre,Avis,Avis
357,Portalegre,Avis,Benavila e Valongo
358,Portalegre,Avis,Ervedal
359,Portalegre,Avis,Figueira e Barros
360,Lisboa,Azambuja,Alcoentre
361,Lisboa,Azambuja,Aveiras de Baixo
362,Lisboa,Azambuja,Aveiras de Cima
363,Lisboa,Azambuja,Azambuja
364,Lisboa,Azambuja,"Manique do Intendente, Vila Nova de São Pedro e Maçussa"
365,Lisboa,Azambuja,Vale do Paraíso
366,Lisboa,Azambuja,Vila Nova da Rainha
367,Porto,Baião,Ancede e Ribadouro
368,Porto,Baião,Baião (Santa Leocádia) e Mesquinhata
369,Porto,Baião,Campelo e Ovil
370,Porto,Baião,Frende
371,Porto,Baião,Gestaçô
372,Porto,Baião,Gove
373,Porto,Baião,Grilo
374,Porto,Baião,Loivos da Ribeira e Tresouras
375,Porto,Baião,Loivos do Monte
376,Porto,Baião,Santa Cruz do Douro e São Tomé de Covelas
377,Porto,Baião,Santa Marinha do Zêzere
378,Porto,Baião,Teixeira e Teixeiró
379,Porto,Baião,Valadares
380,Porto,Baião,Viariz
381,Braga,Barcelos,Abade de Neiva
382,Braga,Barcelos,Aborim
383,Braga,Barcelos,Adães
384,Braga,Barcelos,Airó
385,Braga,Barcelos,Aldreu
386,Braga,Barcelos,Alheira e Igreja Nova
387,Braga,Barcelos,Alvelos
388,Braga,Barcelos,Alvito (São Pedro e São Martinho) e Couto
389,Braga,Barcelos,Arcozelo
390,Braga,Barcelos,Areias
391,Braga,Barcelos,Areias de Vilar e Encourados
392,Braga,Barcelos,Balugães
393,Braga,Barcelos,Barcelinhos
394,Braga,Barcelos,"Barcelos, Vila Boa e Vila Frescainha (São Martinho e São Pedro)"
395,Braga,Barcelos,Barqueiros
396,Braga,Barcelos,Cambeses
397,Braga,Barcelos,Campo e Tamel (São Pedro Fins)
398,Braga,Barcelos,Carapeços
399,Braga,Barcelos,Carreira e Fonte Coberta
400,Braga,Barcelos,Carvalhal
401,Braga,Barcelos,Carvalhas
402,Braga,Barcelos,"Chorente, Gios, Courel, Pedra Furada e Gueral"
403,Braga,Barcelos,Cossourado
404,Braga,Barcelos,Creixomil e Mariz
405,Braga,Barcelos,Cristelo
406,Braga,Barcelos,Durrães e Tregosa
407,Braga,Barcelos,Fornelos
408,Braga,Barcelos,Fragoso
409,Braga,Barcelos,Galegos (Santa Maria)
410,Braga,Barcelos,Galegos (São Martinho)
411,Braga,Barcelos,Gamil e Midões
412,Braga,Barcelos,Gilmonde
413,Braga,Barcelos,Lama
414,Braga,Barcelos,Lijó
415,Braga,Barcelos,Macieira de Rates
416,Braga,Barcelos,Manhente
417,Braga,Barcelos,Martim
418,Braga,Barcelos,"Milhazes, Vilar de Figos e Faria"
419,Braga,Barcelos,Moure
420,Braga,Barcelos,Negreiros e Chavão
421,Braga,Barcelos,Oliveira
422,Braga,Barcelos,Palme
423,Braga,Barcelos,Panque
424,Braga,Barcelos,Paradela
425,Braga,Barcelos,Pereira
426,Braga,Barcelos,Perelhal
427,Braga,Barcelos,Pousa
428,Braga,Barcelos,Quintiães e Aguiar
429,Braga,Barcelos,Remelhe
430,Braga,Barcelos,Rio Covo (Santa Eugénia)
431,Braga,Barcelos,Roriz
432,Braga,Barcelos,Sequeade e Bastuço (São João e Santo Estevão)
433,Braga,Barcelos,Silva
434,Braga,Barcelos,Silveiros e Rio Covo (Santa Eulália)
435,Braga,Barcelos,Tamel (Santa Leocádia) e Vilar do Monte
436,Braga,Barcelos,Tamel (São Veríssimo)
437,Braga,Barcelos,Ucha
438,Braga,Barcelos,Várzea
439,Braga,Barcelos,"Viatodos, Grimancelos, Minhotães e Monte de Fralães"
440,Braga,Barcelos,Vila Cova e Feitos
441,Braga,Barcelos,Vila Seca
442,Beja,Barrancos,Barrancos
443,Setúbal,Barreiro,"Alto do Seixalinho, Santo André e Verderena"
444,Setúbal,Barreiro,Barreiro e Lavradio
445,Setúbal,Barreiro,Palhais e Coina
446,Setúbal,Barreiro,Santo António da Charneca
447,Leiria,Batalha,Batalha
448,Leiria,Batalha,Golpilheira
449,Leiria,Batalha,Reguengo do Fetal
450,Leiria,Batalha,São Mamede
451,Beja,Beja,Albernoa e Trindade
452,Beja,Beja,Baleizão
453,Beja,Beja,Beja (Salvador e Santa Maria da Feira)
454,Beja,Beja,Beja (Santiago Maior e São João Baptista)
455,Beja,Beja,Beringel
456,Beja,Beja,Cabeça Gorda
457,Beja,Beja,Nossa Senhora das Neves
458,Beja,Beja,Salvada e Quintos
459,Beja,Beja,Santa Clara de Louredo
460,Beja,Beja,Santa Vitória e Mombeja
461,Beja,Beja,São Matias
462,Beja,Beja,Trigaches e São Brissos
463,Castelo Branco,Belmonte,Belmonte e Colmeal da Torre
464,Castelo Branco,Belmonte,Caria
465,Castelo Branco,Belmonte,Inguias
466,Castelo Branco,Belmonte,Maçainhas
467,Santarém,Benavente,Barrosa
468,Santarém,Benavente,Benavente
469,Santarém,Benavente,Samora Correia
470,Santarém,Benavente,Santo Estêvão
471,Leiria,Bombarral,Bombarral e Vale Covo
472,Leiria,Bombarral,Carvalhal
473,Leiria,Bombarral,Pó
474,Leiria,Bombarral,Roliça
475,Évora,Borba,Borba (Matriz)
476,Évora,Borba,Borba (São Bartolomeu)
477,Évora,Borba,Orada
478,Évora,Borba,Rio de Moinhos
479,Vila Real,Boticas,Alturas do Barroso e Cerdedo
480,Vila Real,Boticas,Ardãos e Bobadela
481,Vila Real,Boticas,Beça
482,Vila Real,Boticas,Boticas e Granja
483,Vila Real,Boticas,"Codessoso, Curros e Fiães do Tâmega"
484,Vila Real,Boticas,Covas do Barroso
485,Vila Real,Boticas,Dornelas
486,Vila Real,Boticas,Pinho
487,Vila Real,Boticas,Sapiãos
488,Vila Real,Boticas,Vilar e Viveiro
489,Braga,Braga,Adaúfe
490,Braga,Braga,Arentim e Cunha
491,Braga,Braga,"Braga (Maximinos, Sé e Cividade)"
492,Braga,Braga,Braga (São José de São Lázaro e São João do Souto)
493,Braga,Braga,Braga (São Vicente)
494,Braga,Braga,Braga (São Vítor)
495,Braga,Braga,Cabreiros e Passos (São Julião)
496,Braga,Braga,"Celeirós, Aveleda e Vimieiro"
497,Braga,Braga,Crespos e Pousada
498,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente)
499,Braga,Braga,Espinho
500,Braga,Braga,Esporões
501,Braga,Braga,Este (São Pedro e São Mamede)
502,Braga,Braga,Ferreiros e Gondizalves
503,Braga,Braga,Figueiredo
504,Braga,Braga,Gualtar
505,Braga,Braga,Guisande e Oliveira (São Pedro)
506,Braga,Braga,Lamas
507,Braga,Braga,Lomar e Arcos
508,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães"
509,Braga,Braga,Merelim (São Pedro) e Frossos
510,Braga,Braga,Mire de Tibães
511,Braga,Braga,Morreira e Trandeiras
512,Braga,Braga,"Nogueira, Fraião e Lamaçães"
513,Braga,Braga,Nogueiró e Tenões
514,Braga,Braga,Padim da Graça
515,Braga,Braga,Palmeira
516,Braga,Braga,Pedralva
517,Braga,Braga,Priscos
518,Braga,Braga,"Real, Dume e Semelhe"
519,Braga,Braga,Ruilhe
520,Braga,Braga,Santa Lucrécia de Algeriz e Navarra
521,Braga,Braga,Sequeira
522,Braga,Braga,Sobreposta
523,Braga,Braga,Tadim
524,Braga,Braga,Tebosa
525,Braga,Braga,Vilaça e Fradelos
526,Bragança,Bragança,Alfaião
527,Bragança,Bragança,Aveleda e Rio de Onor
528,Bragança,Bragança,Babe
529,Bragança,Bragança,Baçal
530,Bragança,Bragança,Carragosa
531,Bragança,Bragança,Castrelos e Carrazedo
532,Bragança,Bragança,Castro de Avelãs
533,Bragança,Bragança,Coelhoso
534,Bragança,Bragança,Donai
535,Bragança,Bragança,Espinhosela
536,Bragança,Bragança,França
537,Bragança,Bragança,Gimonde
538,Bragança,Bragança,Gondesende
539,Bragança,Bragança,Gostei
540,Bragança,Bragança,Grijó de Parada
541,Bragança,Bragança,"Izeda, Calvelhe e Paradinha Nova"
542,Bragança,Bragança,Macedo do Mato
543,Bragança,Bragança,Mós
544,Bragança,Bragança,Nogueira
545,Bragança,Bragança,Outeiro
546,Bragança,Bragança,Parada e Faílde
547,Bragança,Bragança,Parâmio
548,Bragança,Bragança,Pinela
549,Bragança,Bragança,Quintanilha
550,Bragança,Bragança,Quintela de Lampaças
551,Bragança,Bragança,Rabal
552,Bragança,Bragança,Rebordainhos e Pombares
553,Bragança,Bragança,Rebordãos
554,Bragança,Bragança,Rio Frio e Milhão
555,Bragança,Bragança,Salsas
556,Bragança,Bragança,Samil
557,Bragança,Bragança,Santa Comba de Rossas
558,Bragança,Bragança,São Julião de Palácios e Deilão
559,Bragança,Bragança,São Pedro de Sarracenos
560,Bragança,Bragança,"Sé, Santa Maria e Meixedo"
561,Bragança,Bragança,Sendas
562,Bragança,Bragança,Serapicos
563,Bragança,Bragança,Sortes
564,Bragança,Bragança,Zoio
565,Braga,Cabeceiras de Basto,Abadim
566,Braga,Cabeceiras de Basto,Alvite e Passos
567,Braga,Cabeceiras de Basto,Arco de Baúlhe e Vila Nune
568,Braga,Cabeceiras de Basto,Basto
569,Braga,Cabeceiras de Basto,Bucos
570,Braga,Cabeceiras de Basto,Cabeceiras de Basto
571,Braga,Cabeceiras de Basto,Cavez
572,Braga,Cabeceiras de Basto,Faia
573,Braga,Cabeceiras de Basto,Gondiães e Vilar de Cunhas
574,Braga,Cabeceiras de Basto,Pedraça
575,Braga,Cabeceiras de Basto,"Refojos de Basto, Outeiro e Painzela"
576,Braga,Cabeceiras de Basto,Rio Douro
577,Lisboa,Cadaval,Alguber
578,Lisboa,Cadaval,Cadaval e Pêro Moniz
579,Lisboa,Cadaval,Lamas e Cercal
580,Lisboa,Cadaval,Painho e Figueiros
581,Lisboa,Cadaval,Peral
582,Lisboa,Cadaval,Vermelha
583,Lisboa,Cadaval,Vilar
584,Leiria,Caldas da Rainha,A dos Francos
585,Leiria,Caldas da Rainha,Alvorninha
586,Leiria,Caldas da Rainha,"Caldas da Rainha - Nossa Senhora do Pópulo, Coto e São Gregório"
587,Leiria,Caldas da Rainha,Caldas da Rainha - Santo Onofre e Serra do Bouro
588,Leiria,Caldas da Rainha,Carvalhal Benfeito
589,Leiria,Caldas da Rainha,Foz do Arelho
590,Leiria,Caldas da Rainha,Landal
591,Leiria,Caldas da Rainha,Nadadouro
592,Leiria,Caldas da Rainha,Salir de Matos
593,Leiria,Caldas da Rainha,Santa Catarina
594,Leiria,Caldas da Rainha,Tornada e Salir do Porto
