index_label,distrito,municipio,freguesia
2879,Braga,Vila Nova de Famalicão,Fradelos
2880,Braga,Vila Nova de Famalicão,Gavião
2881,Braga,Vila Nova de Famalicão,"Gondifelos, Cavalões e Outiz"
2882,Braga,Vila Nova de Famalicão,Joane
2883,Braga,Vila Nova de Famalicão,Landim
2884,Braga,Vila Nova de Famalicão,"Lemenhe, Mouquim e Jesufrei"
2885,Braga,Vila Nova de Famalicão,Louro
2886,Braga,Vila Nova de Famalicão,Lousado
2887,Braga,Vila Nova de Famalicão,Mogege
2888,Braga,Vila Nova de Famalicão,Nine
2889,Braga,Vila Nova de Famalicão,Oliveira (Santa Maria)
2890,Braga,Vila Nova de Famalicão,Oliveira (São Mateus)
2891,Braga,Vila Nova de Famalicão,Pedome
2892,Braga,Vila Nova de Famalicão,Pousada de Saramagos
2893,Braga,Vila Nova de Famalicão,Requião
2894,Braga,Vila Nova de Famalicão,Riba de Ave
2895,Braga,Vila Nova de Famalicão,Ribeirão
2896,Braga,Vila Nova de Famalicão,Ruivães e Novais
2897,Braga,Vila Nova de Famalicão,Seide
2898,Braga,Vila Nova de Famalicão,"Vale (São Cosme), Telhado e Portela"
2899,Braga,Vila Nova de Famalicão,Vale (São Martinho)
2900,Braga,Vila Nova de Famalicão,Vermoim
2901,Braga,Vila Nova de Famalicão,Vila Nova de Famalicão e Calendário
2902,Braga,Vila Nova de Famalicão,Vilarinho das Cambas
2903,Guarda,Vila Nova de Foz Côa,Almendra
2904,Guarda,Vila Nova de Foz Côa,Castelo Melhor
2905,Guarda,Vila Nova de Foz Côa,Cedovim
2906,Guarda,Vila Nova de Foz Côa,Chãs
2907,Guarda,Vila Nova de Foz Côa,Custóias
2908,Guarda,Vila Nova de Foz Côa,Freixo de Numão
2909,Guarda,Vila Nova de Foz Côa,Horta
2910,Guarda,Vila Nova de Foz Côa,Muxagata
2911,Guarda,Vila Nova de Foz Côa,Numão
2912,Guarda,Vila Nova de Foz Côa,Santa Comba
2913,Guarda,Vila Nova de Foz Côa,Sebadelhe
2914,Guarda,Vila Nova de Foz Côa,Seixas
2915,Guarda,Vila Nova de Foz Côa,Touça
2916,Guarda,Vila Nova de Foz Côa,Vila Nova de Foz Coa
2917,Porto,Vila Nova de Gaia,Arcozelo
2918,Porto,Vila Nova de Gaia,Avintes
2919,Porto,Vila Nova de Gaia,Canelas
2920,Porto,Vila Nova de Gaia,Canidelo
2921,Porto,Vila Nova de Gaia,Grijó e Sermonde
2922,Porto,Vila Nova de Gaia,Gulpilhares e Valadares
2923,Porto,Vila Nova de Gaia,Madalena
2924,Porto,Vila Nova de Gaia,Mafamude e Vilar do Paraíso
2925,Porto,Vila Nova de Gaia,Oliveira do Douro
2926,Porto,Vila Nova de Gaia,Pedroso e Seixezelo
2927,Porto,Vila Nova de Gaia,"Sandim, Olival, Lever e Crestuma"
2928,Porto,Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada
2929,Porto,Vila Nova de Gaia,São Félix da Marinha
2930,Porto,Vila Nova de Gaia,Serzedo e Perosinho
2931,Porto,Vila Nova de Gaia,Vilar de Andorinho
2932,Viseu,Vila Nova de Paiva,Pendilhe
2933,Viseu,Vila Nova de Paiva,Queiriga
2934,Viseu,Vila Nova de Paiva,Touro
2935,Viseu,Vila Nova de Paiva,Vila Cova à Coelheira
2936,Viseu,Vila Nova de Paiva,"Vila Nova de Paiva, Alhais e Fráguas"
2937,Coimbra,Vila Nova de Poiares,Arrifana
2938,Coimbra,Vila Nova de Poiares,Lavegadas
2939,Coimbra,Vila Nova de Poiares,Poiares (Santo André)
2940,Coimbra,Vila Nova de Poiares,São Miguel de Poiares
2941,Vila Real,Vila Pouca de Aguiar,Alfarela de Jales
2942,Vila Real,Vila Pouca de Aguiar,Alvão
2943,Vila Real,Vila Pouca de Aguiar,Bornes de Aguiar
2944,Vila Real,Vila Pouca de Aguiar,Bragado
2945,Vila Real,Vila Pouca de Aguiar,Capeludos
2946,Vila Real,Vila Pouca de Aguiar,Pensalvos e Parada de Monteiros
2947,Vila Real,Vila Pouca de Aguiar,Sabroso de Aguiar
2948,Vila Real,Vila Pouca de Aguiar,Soutelo de Aguiar
2949,Vila Real,Vila Pouca de Aguiar,Telões
2950,Vila Real,Vila Pouca de Aguiar,Tresminas
2951,Vila Real,Vila Pouca de Aguiar,Valoura
2952,Vila Real,Vila Pouca de Aguiar,Vila Pouca de Aguiar
2953,Vila Real,Vila Pouca de Aguiar,Vreia de Bornes
2954,Vila Real,Vila Pouca de Aguiar,Vreia de Jales
2955,Vila Real,Vila Real,Abaças
2956,Vila Real,Vila Real,Adoufe e Vilarinho de Samardã
2957,Vila Real,Vila Real,Andrães
2958,Vila Real,Vila Real,Arroios
2959,Vila Real,Vila Real,Borbela e Lamas de Olo
2960,Vila Real,Vila Real,Campeã
2961,Vila Real,Vila Real,Constantim e Vale de Nogueiras
2962,Vila Real,Vila Real,Folhadela
2963,Vila Real,Vila Real,Guiães
2964,Vila Real,Vila Real,Lordelo
2965,Vila Real,Vila Real,Mateus
2966,Vila Real,Vila Real,Mondrões
2967,Vila Real,Vila Real,Mouçós e Lamares
2968,Vila Real,Vila Real,Nogueira e Ermida
2969,Vila Real,Vila Real,Parada de Cunhos
2970,Vila Real,Vila Real,"Pena, Quintã e Vila Cova"
2971,Vila Real,Vila Real,São Tomé do Castelo e Justes
2972,Vila Real,Vila Real,Torgueda
2973,Vila Real,Vila Real,Vila Marim
2974,Vila Real,Vila Real,Vila Real
2975,Faro,Vila Real de Santo António,Monte Gordo
2976,Faro,Vila Real de Santo António,Vila Nova de Cacela
2977,Faro,Vila Real de Santo António,Vila Real de Santo António
2978,Castelo Branco,Vila Velha de Ródão,Fratel
2979,Castelo Branco,Vila Velha de Ródão,Perais
2980,Castelo Branco,Vila Velha de Ródão,Sarnadas de Ródão
2981,Castelo Branco,Vila Velha de Ródão,Vila Velha de Ródão
2982,Braga,Vila Verde,Aboim da Nóbrega e Gondomar
2983,Braga,Vila Verde,Atiães
2984,Braga,Vila Verde,Cabanelas
2985,Braga,Vila Verde,Carreiras (São Miguel) e Carreiras (Santiago)
2986,Braga,Vila Verde,Cervães
2987,Braga,Vila Verde,Coucieiro
2988,Braga,Vila Verde,Dossãos
2989,Braga,Vila Verde,Escariz (São Mamede) e Escariz (São Martinho)
2990,Braga,Vila Verde,"Esqueiros, Nevogilde e Travassós"
2991,Braga,Vila Verde,Freiriz
2992,Braga,Vila Verde,Gême
2993,Braga,Vila Verde,Lage
2994,Braga,Vila Verde,Lanhas
2995,Braga,Vila Verde,Loureira
2996,Braga,Vila Verde,Marrancos e Arcozelo
2997,Braga,Vila Verde,Moure
2998,Braga,Vila Verde,Oleiros
2999,Braga,Vila Verde,Oriz (Santa Marinha) e Oriz (São Miguel)
3000,Braga,Vila Verde,Parada de Gatim
3001,Braga,Vila Verde,Pico
3002,Braga,Vila Verde,"Pico de Regalados, Gondiães e Mós"
3003,Braga,Vila Verde,Ponte
3004,Braga,Vila Verde,Prado (São Miguel)
3005,Braga,Vila Verde,Ribeira do Neiva
3006,Braga,Vila Verde,Sabariz
3007,Braga,Vila Verde,"Sande, Vilarinho, Barros e Gomide"
3008,Braga,Vila Verde,Soutelo
3009,Braga,Vila Verde,Turiz
3010,Braga,Vila Verde,Vade
3011,Braga,Vila Verde,"Valbom (São Pedro), Passô e Valbom (São Martinho)"
3012,Braga,Vila Verde,Valdreu
3013,Braga,Vila Verde,Vila de Prado
3014,Braga,Vila Verde,Vila Verde e Barbudo
3015,Évora,Vila Viçosa,Bencatel
3016,Évora,Vila Viçosa,Ciladas
3017,Évora,Vila Viçosa,Nossa Senhora da Conceição e São Bartolomeu
3018,Évora,Vila Viçosa,Pardais
3019,Bragança,Vimioso,"Algoso, Campo de Víboras e Uva"
3020,Bragança,Vimioso,Argozelo
3021,Bragança,Vimioso,Caçarelhos e Angueira
3022,Bragança,Vimioso,Carção
3023,Bragança,Vimioso,Matela
3024,Bragança,Vimioso,Pinelo
3025,Bragança,Vimioso,Santulhão
3026,Bragança,Vimioso,Vale de Frades e Avelanoso
3027,Bragança,Vimioso,Vilar Seco
3028,Bragança,Vimioso,Vimioso
3029,Bragança,Vinhais,Agrochão
3030,Bragança,Vinhais,Candedo
3031,Bragança,Vinhais,Celas
3032,Bragança,Vinhais,Curopos e Vale de Janeiro
3033,Bragança,Vinhais,Edral
3034,Bragança,Vinhais,Edrosa
3035,Bragança,Vinhais,Ervedosa
3036,Bragança,Vinhais,Moimenta e Montouto
3037,Bragança,Vinhais,Nunes e Ousilhão
3038,Bragança,Vinhais,Paçó
3039,Bragança,Vinhais,Penhas Juntas
3040,Bragança,Vinhais,Quirás e Pinheiro Novo
3041,Bragança,Vinhais,Rebordelo
3042,Bragança,Vinhais,Santalha
3043,Bragança,Vinhais,Sobreiro de Baixo e Alvaredos
3044,Bragança,Vinhais,"Soeira, Fresulfe e Mofreita"
3045,Bragança,Vinhais,Travanca e Santa Cruz
3046,Bragança,Vinhais,Tuizelo
3047,Bragança,Vinhais,Vale das Fontes
3048,Bragança,Vinhais,Vila Boa de Ousilhão
3049,Bragança,Vinhais,Vila Verde
3050,Bragança,Vinhais,Vilar de Lomba e São Jomil
3051,Bragança,Vinhais,Vilar de Ossos
3052,Bragança,Vinhais,Vilar de Peregrinos
3053,Bragança,Vinhais,Vilar Seco de Lomba
3054,Bragança,Vinhais,Vinhais
3055,Viseu,Viseu,Abraveses
3056,Viseu,Viseu,Barreiros e Cepões
3057,Viseu,Viseu,"Boa Aldeia, Farminhão e Torredeita"
3058,Viseu,Viseu,Bodiosa
3059,Viseu,Viseu,Calde
3060,Viseu,Viseu,Campo
3061,Viseu,Viseu,Cavernães
3062,Viseu,Viseu,Cota
3063,Viseu,Viseu,Coutos de Viseu
3064,Viseu,Viseu,Faíl e Vila Chã de Sá
3065,Viseu,Viseu,Fragosela
3066,Viseu,Viseu,Lordosa
3067,Viseu,Viseu,Mundão
3068,Viseu,Viseu,Orgens
3069,Viseu,Viseu,Povolide
3070,Viseu,Viseu,Ranhados
3071,Viseu,Viseu,Repeses e São Salvador
3072,Viseu,Viseu,Ribafeita
3073,Viseu,Viseu,Rio de Loba
3074,Viseu,Viseu,Santos Evos
3075,Viseu,Viseu,São Cipriano e Vil de Souto
3076,Viseu,Viseu,São João de Lourosa
3077,Viseu,Viseu,São Pedro de France
3078,Viseu,Viseu,Silgueiros
3079,Viseu,Viseu,Viseu
3080,Braga,Vizela,Caldas de Vizela (São Miguel e São João)
3081,Braga,Vizela,Infias
3082,Braga,Vizela,Santa Eulália
3083,Braga,Vizela,Tagilde e Vizela (São Paio)
3084,Braga,Vizela,Vizela (Santo Adrião)
3085,Viseu,Vouzela,Alcofra
3086,Viseu,Vouzela,Cambra e Carvalhal de Vermilhas
3087,Viseu,Vouzela,Campia
3088,Viseu,Vouzela,Fataunços e Figueiredo das Donas
3089,Viseu,Vouzela,Fornelo do Monte
3090,Viseu,Vouzela,Queirã
3091,Viseu,Vouzela,São Miguel do Mato
3092,Viseu,Vouzela,Ventosa
3093,Viseu,Vouzela,Vouzela e Paços de Vilharigues
